"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","124","30, 31, Block B, Mansarover Garden, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1474,906,2396
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","125","Shaheed Chander Shekhar Azad Marg, Laxmi Park, Ranhola Extesion, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3494,2384,5119
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","126","nullSwami Narayan Underpass Road, Block E, Sangam Park, Ashok Vihar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1878,1163,3031
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","127","NDPL House, Lala Achintaram Marg, Block B, Gujranwala Town, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1809,1155,2831
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","128","0 Shakti Mandir Marg, Block 10, Shakti Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1364,851,2185
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","129","Gali Number 8, Anand Parbat, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1242,719,2142
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","130","Bhagat Singh Marg, Kashmiri Bagh, Chandra Shekhar Azad Colony, Sarai Rohilla, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1092,663,1797
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","131","4400 Gali Bahuji, Pahari Dhiraj, Sadar Bazaar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",826,470,1448
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","132","1600 Lothian Road, Chabi Ganj, Kashmere Gate, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1312,782,2199
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","133","0 Raj Niwas Marg, Ludlow Castle, Civil Lines, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1025,594,1766
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","134","Hotel de Romana, Kasturba Hospital Marg, Kalan Mahal, Old Delhi, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1178,703,1972
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","135","0 Uggarsen Market Road, Meenakshi Garden, Ashok Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1738,1108,2725
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","136","nullKeshopur Road, New Chaukhandi, Paschim Vihar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2520,1683,3771
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","137","nullRoad Number 235, Block H, Vikaspuri, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2618,1722,3978
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","138","Gali Number 11, Vipin Garden Extension, Laxmi Vihar, Nawada, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2945,1978,4382
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","139","nullBudh Bazar Road, Nawada, Nawada Majra Village, Nawada, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2615,1718,3980
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","140","A12/B, Sainik Nagar, Mansa Ram Park, Uttam Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2575,1710,3877
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","141","nullBindapur Matiala Road, Nand Ram Park, Bhagat Enclave, Bindapur, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2883,1963,4234
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","142","Gali Number 1, Dabri Village, Dabri, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2406,1692,3420
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","143","nullRoad Number 221, Pocket 1, Sector 10 Dwarka, Dwarka, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2862,2075,3946
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","144","Najafgarh Road, Indra Park, Block A, Masudabad, Najafgarh, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3388,2278,5038
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","145","0 Trilok Puri Road, Block 15, Part 2, Mayur Vihar Phase 1, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1783,1266,2509
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","146","nullKotla Road, Pocket F2, Pocket 1, Sector 11F, Rohini, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2818,1861,4267
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","147","0 Trilok Puri Road, Subhash Market, Block 15, Part 2, Mayur Vihar Phase 1, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1964,1429,2697
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","148","Unnamed Road, Patparganj, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1718,1215,2428
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","149","Bharati Road, Block C 2, Block D, New Ashok Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1782,1286,2469
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","150","Rajeev Gandhi Marg, Block 12, Kalyan Puri, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1988,1439,2745
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","151","Shaheed Budh Ram Singh Marg, Dallupura, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2133,1533,2967
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","152","nullGharoli Main Road, Kondli Extension, Kondli, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2399,1783,3226
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","153","0 Vivekanand Marg, Pocket A 3, Sector C, Mayur Vihar Phase III, नई दिल्ली","12/1/2018 - 12/31/2018, Every day, Daily Average",2332,1730,3141
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","154","nullGali Number 6, Block B, Block D, Vinod Nagar North, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1623,1126,2337
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","155","Maharaja Agaersen Road, Block D, Pocket D, Phase 1, Ashok Vihar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2029,1315,3129
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","156","Doctor Satpal Sachdeva Marg, Keshav Puram, Tri Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1758,1085,2847
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","157","CH Devender Singh Tewatia Marg, Ashok Vihar II, Pocket B 1, Phase 3, Ashok Vihar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1719,1120,2637
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","158","484, Block E, Nimri Colony, Ashok Vihar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1743,1141,2661
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","159","300 Maharishi Balmiki Mandir Marg, Block H, Shakurpur Colony, Pitampura, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1975,1230,3170
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","160","23, Shiva Enclave, Pitampura, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2226,1396,3547
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","161","nullLawrence Road, Rampura Industrial Area, Tri Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1857,1129,3053
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","162","2400 Pt Govind Ram Shastri Marg, Ganeshpura, Tri Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1517,898,2562
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","163","0 Guru Harkishan Marg, Maulana Azad Society, Bhagwan Buddha Housing Corporation Society, Pitampura, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2591,1685,3983
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","164","Shakurbasti Pedestrian Foot Over Bridge, Shakur Basti Railway Colony, Railway Colony South, Pitampura, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1921,1201,3071
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","165","31, Cottage Enclave, Paschim Vihar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1985,1247,3157
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","166","nullRBI Enclave Road, Ankur Enclave, Paschim Vihar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2233,1408,3540
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","167","nullShaheed Udham Singh Marg, AE Block, Poorbi Shalimar Bag, Shalimar Bagh, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2189,1387,3454
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","168","nullGyan Shakti Mandir Marg, Block BA, West Shalimar Bagh, Shalimar Bagh, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2505,1636,3833
